Gene,WT_10,WT_12,WT_7,WT_8,mC4_4,mC4_5,mC4_6,mC4_7
ENSMUSG00000115780.1,0,0,0,0,0,0,0,0
ENSMUSG00000115006.1,0,0,0,0,0,0,0,0
ENSMUSG00000115282.1,0,0,0,0,0,0,0,0
ENSMUSG00000115043.1,0,0,0,0,0,0,0,0
ENSMUSG00000115770.1,0,0,0,0,0,0,0,0
ENSMUSG00000115612.1,0,0,0,0,0,0,0,0
ENSMUSG00000115227.1,0,0,0,0,0,0,0,0
ENSMUSG00000035566.7,6435,6765,7433,5242,6920,8619,9930,8593
ENSMUSG00000115529.1,236,127,198,98,193,309,232,217
ENSMUSG00000115743.1,2,0,4,0,0,2,2,4
ENSMUSG00000115239.1,0,0,1,0,0,0,2,0
ENSMUSG00000115653.1,0,0,0,0,0,0,0,0
ENSMUSG00000115217.1,0,0,0,0,0,0,0,0
ENSMUSG00000115836.1,0,0,0,0,0,0,0,0
ENSMUSG00000115014.1,0,0,0,0,0,0,0,0
ENSMUSG00000115128.1,0,0,0,0,0,0,0,0
ENSMUSG00000115271.1,2,2,1,2,8,4,2,0
ENSMUSG00000115777.1,10,10,26,8,2,7,3,0
ENSMUSG00000115176.1,0,0,0,0,0,0,0,0
ENSMUSG00000064407.1,0,0,0,0,0,0,0,0
ENSMUSG00000115089.1,0,0,0,0,0,0,0,0
ENSMUSG00000115664.1,0,1,0,0,0,1,0,1
ENSMUSG00000087812.1,0,0,0,0,0,0,0,0
ENSMUSG00000115401.1,0,0,0,0,0,0,0,0
ENSMUSG00000115776.1,0,0,0,0,0,0,0,0
ENSMUSG00000022021.14,688,720,662,347,433,602,529,469
ENSMUSG00000115306.1,0,0,0,2,0,0,0,1
ENSMUSG00000077948.2,0,0,0,0,0,0,0,0
ENSMUSG00000115438.1,0,0,0,0,0,0,0,0
ENSMUSG00000102284.1,0,0,0,0,0,0,0,0
ENSMUSG00000088536.1,0,0,0,0,0,0,0,0
ENSMUSG00000022019.16,1585,1373,1749,1361,1533,2090,2046,1735
ENSMUSG00000115564.1,0,0,0,0,0,1,0,0
ENSMUSG00000115484.1,0,1,0,0,0,2,0,0
ENSMUSG00000115184.1,2,0,0,0,1,1,0,0
ENSMUSG00000115608.1,0,0,0,0,0,0,0,0
ENSMUSG00000115452.1,0,0,0,0,0,0,0,0
ENSMUSG00000115527.1,0,0,0,0,1,0,0,0
ENSMUSG00000062611.4,455,58,626,22,44,80,95,74
ENSMUSG00000089120.1,0,0,0,0,0,0,0,0
ENSMUSG00000115479.1,0,0,0,0,0,0,0,0
ENSMUSG00000098095.1,0,0,0,0,2,0,4,4
ENSMUSG00000115533.1,0,0,0,0,0,0,0,0
ENSMUSG00000115202.1,0,0,0,0,0,0,0,0
ENSMUSG00000115114.1,0,0,0,0,0,0,0,0
ENSMUSG00000050505.7,3662,2053,2870,3167,3285,4800,4336,3873
ENSMUSG00000115623.1,0,0,0,0,2,0,0,0
ENSMUSG00000102164.1,0,0,0,0,0,0,0,0
ENSMUSG00000115392.1,0,0,0,0,0,2,2,0
ENSMUSG00000088405.1,0,0,0,0,0,0,0,0
ENSMUSG00000077408.1,0,0,0,0,0,0,0,0
ENSMUSG00000062093.5,34,34,19,22,27,34,53,25
ENSMUSG00000115313.1,0,0,0,0,0,0,0,0
ENSMUSG00000115001.1,0,0,0,0,0,0,0,0
ENSMUSG00000077619.1,0,0,0,0,0,0,0,0
ENSMUSG00000115292.1,0,0,0,0,0,0,0,0
ENSMUSG00000115565.1,0,0,0,0,0,0,0,0
ENSMUSG00000088746.1,0,0,0,0,0,0,0,0
ENSMUSG00000115225.1,0,0,0,0,0,0,0,0
ENSMUSG00000115368.1,0,1,0,0,0,0,0,0
ENSMUSG00000115171.1,0,0,0,0,0,0,0,0
ENSMUSG00000115308.1,0,0,0,0,0,0,0,0
ENSMUSG00000077298.1,0,0,0,0,0,0,0,0
ENSMUSG00000103410.1,0,0,0,0,0,0,0,0
ENSMUSG00000115662.1,63,41,39,61,49,59,64,56
ENSMUSG00000115660.1,0,0,0,0,0,0,0,0
ENSMUSG00000115720.1,0,0,3,0,0,0,0,0
ENSMUSG00000115444.1,0,0,0,0,0,0,0,0
ENSMUSG00000055421.8,12546,7089,10304,8385,8770,12747,11227,12553
ENSMUSG00000065014.1,0,0,0,0,0,0,0,0
ENSMUSG00000115505.1,6,15,5,17,11,23,13,25
ENSMUSG00000115632.1,31,22,18,3,12,10,6,6
ENSMUSG00000115447.1,5,0,0,0,0,2,0,0
ENSMUSG00000115023.1,0,4,0,4,0,4,0,0
ENSMUSG00000115471.1,0,6,3,2,0,0,0,0
ENSMUSG00000115797.1,0,0,0,0,0,0,0,0
ENSMUSG00000115613.1,0,0,0,0,0,0,0,0
ENSMUSG00000088046.1,0,0,0,0,0,0,0,0
ENSMUSG00000115059.1,0,0,0,0,0,0,0,0
ENSMUSG00000115638.1,0,0,0,0,0,0,0,0
ENSMUSG00000115822.1,0,0,0,0,0,0,0,0
ENSMUSG00000089384.1,0,0,0,0,0,0,0,0
ENSMUSG00000115331.1,0,0,0,0,0,0,0,0
ENSMUSG00000115038.1,0,0,0,1,0,0,0,0
ENSMUSG00000115379.1,0,2,0,0,0,2,0,1
ENSMUSG00000115499.1,0,0,0,0,0,0,0,0
ENSMUSG00000115396.1,0,0,0,0,0,0,0,0
ENSMUSG00000115243.1,0,0,2,0,0,0,0,0
ENSMUSG00000115679.1,2,3,1,0,0,0,0,0
ENSMUSG00000034689.2,18,6,12,6,36,31,32,15
ENSMUSG00000115029.1,0,0,0,0,0,0,0,0
ENSMUSG00000115603.1,0,0,0,0,0,0,0,0
ENSMUSG00000022076.10,188,180,217,277,376,402,426,510
ENSMUSG00000083933.1,0,0,0,0,0,0,1,0
ENSMUSG00000065042.1,0,0,0,0,0,0,0,0
ENSMUSG00000064581.1,0,0,0,0,0,0,0,0
ENSMUSG00000115535.1,0,0,0,0,0,0,0,0
ENSMUSG00000115315.1,2,1,0,0,1,1,1,0
ENSMUSG00000115714.1,0,0,0,0,0,0,0,0
ENSMUSG00000115601.1,0,1,0,0,0,0,0,0
ENSMUSG00000089130.1,0,0,0,0,0,0,0,0
ENSMUSG00000115052.1,0,0,0,2,0,0,0,0
ENSMUSG00000115229.1,0,0,0,0,0,0,0,0
ENSMUSG00000098772.1,0,0,0,0,0,0,0,0
ENSMUSG00000088538.1,0,0,0,0,0,0,0,0
ENSMUSG00000115598.1,0,0,0,0,0,0,0,0
ENSMUSG00000055639.16,316,225,243,227,278,408,414,357
ENSMUSG00000089549.1,0,0,0,0,0,0,0,0
ENSMUSG00000086133.1,0,0,0,0,0,0,0,0
ENSMUSG00000089425.1,0,0,0,0,0,0,0,0
ENSMUSG00000115218.1,0,0,0,0,0,0,0,0
ENSMUSG00000115486.1,1,3,2,3,0,0,0,0
ENSMUSG00000096444.1,0,0,0,0,0,0,0,0
ENSMUSG00000098059.1,0,0,0,0,0,0,0,0
ENSMUSG00000115242.1,0,1,0,0,0,0,0,0
ENSMUSG00000115567.1,0,0,0,0,0,0,0,0
ENSMUSG00000060377.4,5,4,16,8,12,0,25,5
ENSMUSG00000033186.9,4840,3939,5741,4276,5445,7820,7871,5995
ENSMUSG00000022070.7,195,153,143,178,144,225,186,177
ENSMUSG00000033166.11,1082,888,1002,895,837,1237,1244,1252
ENSMUSG00000022064.10,1080,744,1034,829,1011,1359,1218,1231
ENSMUSG00000115071.1,0,0,0,0,1,0,0,0
ENSMUSG00000100172.1,0,0,0,0,0,0,0,0
ENSMUSG00000005148.8,695,743,1056,832,842,950,1208,891
ENSMUSG00000084700.1,0,0,0,0,0,0,0,0
ENSMUSG00000064584.1,0,0,0,0,0,0,0,0
ENSMUSG00000115746.1,0,0,0,0,0,0,0,0
ENSMUSG00000115590.1,0,0,1,0,0,0,0,0
ENSMUSG00000115178.1,0,2,0,0,0,0,1,2
ENSMUSG00000115580.1,8,8,3,7,4,10,1,7
ENSMUSG00000115550.1,0,0,0,0,0,0,0,0
ENSMUSG00000115366.1,0,0,0,0,0,0,0,0
ENSMUSG00000103188.1,0,0,0,0,0,0,0,0
ENSMUSG00000065238.1,0,0,0,0,0,0,0,0
ENSMUSG00000087144.1,0,0,0,0,0,0,0,0
ENSMUSG00000072294.5,2227,1331,2412,2411,2363,2725,2682,3439
ENSMUSG00000054391.12,5,0,2,3,1,3,1,1
ENSMUSG00000084991.1,0,0,0,0,0,0,0,0
ENSMUSG00000110273.1,6,9,1,15,6,21,14,17
ENSMUSG00000094585.1,0,0,0,0,0,0,0,0
ENSMUSG00000115821.1,2,2,2,3,0,14,8,7
ENSMUSG00000115732.1,0,2,0,0,0,0,0,0
ENSMUSG00000089331.1,0,0,0,0,0,0,0,0
ENSMUSG00000115506.1,0,0,0,0,0,0,2,0
ENSMUSG00000115105.1,0,0,0,0,0,0,0,1
ENSMUSG00000092668.1,0,0,0,0,0,0,0,0
ENSMUSG00000088160.1,0,0,0,0,0,0,0,0
ENSMUSG00000115721.1,0,0,0,0,0,0,0,0
ENSMUSG00000042888.10,0,0,2,0,0,0,0,0
ENSMUSG00000089041.1,0,0,0,0,0,0,0,0
ENSMUSG00000115538.1,0,0,0,0,0,1,0,0
ENSMUSG00000033083.16,850,531,709,628,750,895,833,986
ENSMUSG00000115319.1,0,0,0,0,0,0,0,0
ENSMUSG00000075486.10,2484,2306,3093,2294,2672,3267,3353,3212
ENSMUSG00000022111.9,1721,1509,1931,1475,2035,2789,2861,2514
ENSMUSG00000115435.1,0,0,0,0,0,0,0,0
ENSMUSG00000115110.1,0,0,0,0,0,0,0,0
ENSMUSG00000053821.4,6,3,2,2,12,6,4,4
ENSMUSG00000033060.16,6134,5308,7937,6523,5495,7745,7238,7151
ENSMUSG00000115584.1,0,0,0,2,3,0,0,3
ENSMUSG00000095037.1,0,0,0,0,0,0,0,0
ENSMUSG00000115696.1,0,0,0,0,0,0,0,0
ENSMUSG00000088971.1,0,0,0,0,0,0,0,0
ENSMUSG00000115816.1,12,13,26,14,14,12,14,16
ENSMUSG00000098557.1,8703,7608,13275,9817,10357,11112,12906,11241
ENSMUSG00000092901.1,0,0,0,0,0,0,0,0
ENSMUSG00000114980.1,12,11,12,14,7,9,5,14
ENSMUSG00000115512.1,3,0,0,0,3,0,1,0
ENSMUSG00000115855.1,14,0,10,2,7,2,0,3
ENSMUSG00000022126.6,0,0,2,6,4,4,4,0
ENSMUSG00000022125.7,592,494,680,654,760,949,1008,743
ENSMUSG00000022124.15,6020,4809,7475,5962,6140,8548,8931,7821
ENSMUSG00000033004.15,29596,22589,30480,29640,28855,38411,36472,42443
ENSMUSG00000098111.1,9,8,20,16,12,22,20,13
ENSMUSG00000115099.1,297,352,362,435,359,496,604,345
ENSMUSG00000115762.1,4,1,6,0,1,1,0,5
ENSMUSG00000022123.9,226,160,217,185,218,239,312,220
ENSMUSG00000055717.13,1670,1675,2363,1648,1855,2822,2762,2401
ENSMUSG00000093192.1,0,0,0,0,0,0,0,0
ENSMUSG00000089707.1,3,4,6,8,1,10,21,7
ENSMUSG00000022122.15,4590,2623,4120,3243,6627,5815,7085,5845
ENSMUSG00000104311.1,0,0,0,0,0,0,0,0
ENSMUSG00000115727.1,4,1,0,0,0,0,2,3
ENSMUSG00000115424.1,0,0,4,0,1,0,0,0
ENSMUSG00000048349.9,32,28,36,25,7,63,68,65
ENSMUSG00000022120.4,1484,1225,1721,1314,1547,1969,1921,1824
ENSMUSG00000115384.1,0,0,2,0,1,0,0,0
ENSMUSG00000077541.1,0,0,0,0,0,0,0,0
ENSMUSG00000115432.1,4,0,1,2,0,1,5,0
ENSMUSG00000077719.1,0,0,0,0,0,0,0,0
ENSMUSG00000077425.1,0,0,0,0,0,0,0,0
ENSMUSG00000115195.1,0,0,0,0,0,2,0,0
ENSMUSG00000022119.15,3955,3230,4049,3682,3803,5032,4762,4655
ENSMUSG00000091509.7,182,176,219,171,160,237,236,193
ENSMUSG00000115831.1,0,0,0,0,0,1,0,0
ENSMUSG00000115247.1,2,0,4,1,0,6,0,2
ENSMUSG00000094275.1,0,0,0,0,0,0,0,0
ENSMUSG00000053253.16,9790,7071,9823,8257,9954,14943,14692,13139
ENSMUSG00000064715.1,0,0,0,0,0,0,0,0
ENSMUSG00000086260.1,0,0,0,0,0,0,0,0
ENSMUSG00000115548.1,0,1,2,6,7,6,1,6
ENSMUSG00000022116.7,0,0,0,0,0,1,1,0
ENSMUSG00000115386.1,2,0,0,0,0,0,0,0
ENSMUSG00000115149.1,157,131,232,184,240,266,305,224
ENSMUSG00000110080.1,1352,1171,1604,1071,1141,1239,1332,1213
ENSMUSG00000098780.1,0,3,0,0,0,0,0,3
ENSMUSG00000060143.7,3575,4065,4781,3172,4497,5073,6035,5352
ENSMUSG00000092664.1,0,0,0,0,0,0,0,0
ENSMUSG00000115796.1,0,0,2,4,0,2,0,0
ENSMUSG00000022114.5,3820,2874,3639,2684,4055,4789,5040,5130
ENSMUSG00000115800.1,0,0,0,0,0,0,0,0
ENSMUSG00000090538.2,0,0,0,0,0,0,0,0
ENSMUSG00000022113.6,0,0,0,0,0,0,1,0
ENSMUSG00000115501.1,0,0,0,0,0,0,0,0
ENSMUSG00000115754.1,0,0,0,2,0,0,0,0
ENSMUSG00000065193.1,0,0,0,0,0,0,0,0
ENSMUSG00000115439.1,0,0,0,0,0,0,0,0
ENSMUSG00000099794.1,0,0,0,0,2,0,0,0
ENSMUSG00000089297.1,0,0,0,0,0,0,0,0
ENSMUSG00000115695.1,0,0,0,0,0,0,0,0
ENSMUSG00000115763.1,0,0,0,0,0,2,0,0
ENSMUSG00000091723.2,0,0,0,0,0,0,0,0
ENSMUSG00000077224.1,0,0,0,0,0,0,0,0
ENSMUSG00000115510.1,0,0,0,0,0,0,0,0
ENSMUSG00000115741.1,0,0,0,0,0,0,0,0
ENSMUSG00000115273.1,1,0,0,0,0,0,0,0
ENSMUSG00000115661.1,0,0,0,0,0,0,0,0
ENSMUSG00000115562.1,0,0,0,0,0,0,0,0
ENSMUSG00000092834.1,0,0,0,0,0,0,0,0
ENSMUSG00000089455.1,0,0,0,0,0,0,0,0
ENSMUSG00000058430.1,0,0,2,0,1,0,3,0
ENSMUSG00000075478.3,10361,7142,10243,10123,8886,14375,13044,12954
ENSMUSG00000115642.1,0,0,0,0,0,0,0,0
ENSMUSG00000115416.1,0,0,0,0,0,0,0,0
ENSMUSG00000089119.1,0,0,0,0,0,0,0,0
ENSMUSG00000093128.1,0,0,0,0,0,0,0,0
ENSMUSG00000065102.1,0,0,0,0,0,0,0,0
ENSMUSG00000094312.1,0,0,0,0,0,0,0,0
ENSMUSG00000115336.1,0,0,0,0,0,0,0,0
ENSMUSG00000115606.1,0,0,0,0,0,0,0,0
ENSMUSG00000095059.1,0,0,0,0,0,0,0,0
ENSMUSG00000084441.1,0,0,0,0,0,0,0,0
ENSMUSG00000045871.5,17,9,39,10,28,38,36,30
ENSMUSG00000115165.1,0,0,0,0,0,0,0,0
ENSMUSG00000115349.1,0,0,0,0,0,0,0,0
ENSMUSG00000093362.1,0,0,0,0,0,0,0,0
ENSMUSG00000115461.1,0,0,0,0,0,0,0,0
ENSMUSG00000115650.1,172,183,218,151,200,416,249,329
ENSMUSG00000115755.1,3,0,4,1,1,0,2,0
ENSMUSG00000115818.1,5,4,7,13,10,3,6,8
ENSMUSG00000033214.10,6947,6043,8131,7251,7829,10523,10352,10112
ENSMUSG00000118561.1,0,0,3,2,2,3,1,4
ENSMUSG00000118534.1,0,0,1,0,0,0,1,2
ENSMUSG00000115663.1,2,0,2,0,0,0,0,0
ENSMUSG00000088995.1,0,0,0,0,0,0,0,0
ENSMUSG00000115558.1,0,0,0,0,0,0,0,0
ENSMUSG00000115581.1,0,0,0,0,0,0,0,0
ENSMUSG00000058953.3,0,0,0,0,0,0,0,0
ENSMUSG00000115126.1,0,2,0,0,2,1,0,0
ENSMUSG00000115786.1,0,0,0,0,0,0,0,0
ENSMUSG00000115260.1,0,0,0,0,0,0,0,0
ENSMUSG00000058126.7,2264,2179,2993,48,2906,3870,71,3056
ENSMUSG00000086415.1,0,0,0,0,0,0,0,0
ENSMUSG00000115269.1,0,0,0,0,0,0,0,0
ENSMUSG00000115572.1,0,0,0,0,0,1,0,0
ENSMUSG00000115658.1,0,0,0,1,0,0,1,0
ENSMUSG00000103140.1,0,0,0,0,0,0,0,0
ENSMUSG00000115320.1,0,0,0,0,0,0,0,1
ENSMUSG00000115309.1,0,0,4,4,1,0,4,0
ENSMUSG00000115372.1,0,0,0,0,0,0,0,0
ENSMUSG00000114979.1,0,0,1,0,0,2,0,0
ENSMUSG00000088802.1,0,1,0,0,0,0,0,0
ENSMUSG00000089726.2,0,12,12,2,6,13,12,12
ENSMUSG00000065508.1,0,0,0,0,0,0,0,0
ENSMUSG00000065403.1,0,0,0,0,0,0,0,0
ENSMUSG00000065416.1,0,0,0,0,0,0,0,0
ENSMUSG00000065442.1,0,0,0,0,0,0,0,0
ENSMUSG00000076256.1,0,0,0,0,0,0,0,0
ENSMUSG00000076062.1,0,0,0,0,0,0,0,0
ENSMUSG00000022112.14,3554,2887,4437,3355,3474,3641,3735,3783
ENSMUSG00000093551.1,0,0,0,0,0,0,0,0
ENSMUSG00000093589.1,0,0,0,0,0,0,0,0
ENSMUSG00000093497.1,0,0,0,0,1,0,0,0
ENSMUSG00000104296.1,0,0,0,0,0,0,0,0
ENSMUSG00000058571.11,1263,727,1235,1338,1427,1583,1767,1759
ENSMUSG00000098648.1,0,0,0,0,0,0,0,0
ENSMUSG00000022129.4,83,101,119,79,68,123,88,81
ENSMUSG00000115689.1,0,0,0,0,0,0,2,0
ENSMUSG00000022130.10,277,284,370,301,373,435,465,395
ENSMUSG00000022131.3,1566,1271,1753,1357,1574,2101,2251,1937
ENSMUSG00000115774.1,0,0,0,0,0,0,0,0
ENSMUSG00000061517.8,786,568,863,654,724,814,762,757
ENSMUSG00000090534.1,12,26,48,37,20,32,41,26
ENSMUSG00000098612.1,0,0,0,0,0,0,0,0
ENSMUSG00000092109.2,0,0,2,0,0,0,0,0
ENSMUSG00000088095.1,0,0,0,0,0,0,0,0
ENSMUSG00000115258.1,0,1,0,3,1,0,3,0
ENSMUSG00000096997.1,0,0,0,0,0,0,0,0
ENSMUSG00000099911.1,0,0,0,0,0,0,0,0
ENSMUSG00000115515.1,0,0,0,0,0,0,0,0
ENSMUSG00000032849.14,1426,685,1115,979,1012,1294,1334,1198
ENSMUSG00000115075.1,0,0,0,0,0,0,0,0
ENSMUSG00000064644.1,0,0,0,0,0,0,0,0
ENSMUSG00000098433.1,0,0,0,0,0,0,0,0
ENSMUSG00000098630.1,0,4,0,0,0,0,0,0
ENSMUSG00000088105.1,0,0,0,0,0,0,0,0
ENSMUSG00000022132.15,3206,2381,3431,2412,2978,2905,3240,2775
ENSMUSG00000077661.1,1,0,0,0,0,0,0,0
ENSMUSG00000042156.16,1899,1867,2506,2079,2141,2544,2504,2357
ENSMUSG00000115718.1,48,9,42,29,42,36,40,48
ENSMUSG00000022136.8,4247,3404,4781,4048,5423,5831,6172,6148
ENSMUSG00000115220.1,218,238,238,194,185,289,269,243
ENSMUSG00000042104.18,1808,1398,1959,1818,1828,2384,2499,2568
ENSMUSG00000087479.1,312,293,323,326,260,328,288,278
ENSMUSG00000053465.6,1342,556,995,890,891,1306,1045,1342
ENSMUSG00000115684.1,0,2,1,0,0,0,0,0
ENSMUSG00000115196.1,0,1,0,0,0,2,0,0
ENSMUSG00000100274.1,0,0,0,0,0,0,2,1
ENSMUSG00000115223.1,0,0,0,1,0,0,0,0
ENSMUSG00000115639.1,0,0,1,0,0,0,0,0
ENSMUSG00000044819.5,22,20,34,21,20,25,11,15
ENSMUSG00000115133.1,0,1,0,0,0,0,0,0
ENSMUSG00000115146.1,35,24,49,43,35,59,51,49
ENSMUSG00000114983.1,4,0,3,0,0,0,0,0
ENSMUSG00000022139.17,16703,12288,18564,15685,16943,21960,20414,21658
ENSMUSG00000097903.2,37,22,35,26,27,52,26,24
ENSMUSG00000051615.14,12151,12185,16635,13041,14422,18555,20524,18406
ENSMUSG00000115648.1,1,0,0,0,0,2,0,1
ENSMUSG00000115630.1,0,0,1,0,0,0,0,3
ENSMUSG00000090284.2,0,0,0,4,0,0,0,0
ENSMUSG00000084476.1,1,1,0,0,0,0,2,0
ENSMUSG00000115835.1,0,2,0,0,0,0,0,0
ENSMUSG00000115163.1,0,0,0,0,0,0,0,1
ENSMUSG00000115028.1,0,0,0,0,0,0,0,0
ENSMUSG00000030662.10,14825,13732,15656,13515,14060,20000,20645,18812
ENSMUSG00000025555.14,5677,4968,6548,5862,5796,7233,7272,7729
ENSMUSG00000085133.2,5980,5999,8729,8164,6367,9315,9203,8314
ENSMUSG00000063410.8,2928,2212,3390,2805,2840,3917,3882,3530
ENSMUSG00000115666.1,0,0,0,0,0,0,0,0
ENSMUSG00000115123.1,0,0,0,0,0,0,0,0
ENSMUSG00000025557.10,25,26,43,21,26,28,17,20
ENSMUSG00000115390.1,0,0,0,0,0,0,0,0
ENSMUSG00000115408.1,0,0,0,0,0,0,0,0
ENSMUSG00000025558.19,10486,8010,10015,9881,11659,15374,15154,17273
ENSMUSG00000115443.1,0,0,8,0,0,0,0,0
ENSMUSG00000102112.1,15,14,5,9,14,16,28,21
ENSMUSG00000041765.6,2319,2055,2656,2148,2404,3223,3491,2740
ENSMUSG00000050350.8,0,2,0,0,4,4,0,0
ENSMUSG00000051212.8,132,125,128,123,179,191,188,138
ENSMUSG00000071229.3,0,0,3,0,0,0,1,0
ENSMUSG00000115121.1,0,0,0,0,0,1,0,0
ENSMUSG00000085615.2,112,96,110,69,105,139,113,92
ENSMUSG00000025544.13,10409,8334,11294,9252,9910,14248,13686,12879
ENSMUSG00000066538.5,35,20,24,35,27,51,32,37
ENSMUSG00000090674.1,24,15,18,26,21,35,31,35
ENSMUSG00000025545.10,1519,1203,1621,1004,1270,1341,1380,1622
ENSMUSG00000100585.1,0,0,1,0,0,0,0,0
ENSMUSG00000115263.1,240,228,270,229,350,309,349,258
ENSMUSG00000095311.1,0,0,0,0,0,0,0,0
ENSMUSG00000064052.3,6,7,1,4,8,7,13,8
ENSMUSG00000041703.7,323,219,335,406,352,305,406,356
ENSMUSG00000085555.9,33,33,21,41,48,30,46,28
ENSMUSG00000061524.8,654,630,593,1057,1095,923,872,904
ENSMUSG00000075465.2,0,0,0,13,0,0,0,0
ENSMUSG00000093669.1,0,0,0,0,0,0,0,0
ENSMUSG00000115652.1,0,0,0,0,0,0,0,0
ENSMUSG00000041650.15,2215,1991,2555,2077,2328,2802,2756,2600
ENSMUSG00000115256.1,0,0,0,0,0,0,0,0
ENSMUSG00000115264.1,1,0,0,0,3,0,0,0
ENSMUSG00000041625.15,914,802,811,840,791,996,963,899
ENSMUSG00000075463.3,34,12,16,37,24,40,36,18
ENSMUSG00000041594.18,1234,949,1319,1107,1039,1419,1421,1307
ENSMUSG00000085423.1,4,6,0,2,6,5,5,3
ENSMUSG00000115016.1,0,0,7,2,1,8,6,9
ENSMUSG00000115758.1,0,0,0,0,0,0,0,0
ENSMUSG00000000197.8,13031,9670,13375,12332,11257,16989,16086,16193
ENSMUSG00000115674.1,0,2,0,0,2,0,2,0
ENSMUSG00000032925.16,1150,883,1308,1353,1384,1463,1545,1666
ENSMUSG00000082793.2,1,0,0,0,0,0,1,0
ENSMUSG00000077481.1,0,0,0,0,0,0,0,0
ENSMUSG00000025551.13,4120,2673,4307,3847,3377,5046,4663,5065
ENSMUSG00000101445.1,5,0,4,0,3,0,3,4
ENSMUSG00000082738.1,0,3,7,2,4,6,6,2
ENSMUSG00000099994.1,0,0,0,0,0,0,0,0
ENSMUSG00000115472.1,2,0,0,2,3,0,0,0
ENSMUSG00000115191.1,0,0,0,0,0,0,0,0
ENSMUSG00000108568.1,0,0,0,0,0,0,0,0
ENSMUSG00000114970.1,8,17,4,2,1,6,2,0
ENSMUSG00000115490.1,0,0,0,0,0,0,0,0
ENSMUSG00000115035.1,0,0,0,0,0,0,0,1
ENSMUSG00000115502.1,0,0,0,0,0,0,0,0
ENSMUSG00000115013.1,0,0,0,0,0,0,0,0
ENSMUSG00000115397.1,0,0,0,0,0,0,0,0
ENSMUSG00000114999.1,15,7,9,17,4,16,12,8
ENSMUSG00000064373.12,27697,20780,34073,21354,22385,25039,24227,20916
ENSMUSG00000091119.2,42,30,51,51,34,59,48,47
ENSMUSG00000055737.12,544,464,749,567,775,715,835,795
ENSMUSG00000080595.1,0,0,0,0,0,0,0,0
ENSMUSG00000098177.1,0,1,1,0,0,0,1,1
ENSMUSG00000087921.1,0,0,3,0,0,0,0,0
ENSMUSG00000115843.1,0,0,0,0,0,0,0,6
ENSMUSG00000022184.8,405,322,388,345,393,460,414,424
ENSMUSG00000041935.10,5787,4178,6064,4936,5125,6583,6970,6334
ENSMUSG00000115206.1,0,0,1,2,3,1,0,0
ENSMUSG00000097662.1,47,28,33,32,25,32,15,32
ENSMUSG00000087221.3,86,53,73,53,44,79,81,58
ENSMUSG00000022186.14,41799,33658,44918,34678,44094,55979,58827,52603
ENSMUSG00000086297.1,0,0,0,0,2,0,0,0
ENSMUSG00000115032.1,6,4,7,6,11,12,16,23
ENSMUSG00000049148.8,328,205,291,204,275,509,505,558
ENSMUSG00000022181.16,0,0,0,0,0,0,0,0
ENSMUSG00000115259.1,0,0,0,0,0,0,0,0
ENSMUSG00000115415.1,0,0,0,0,0,0,0,0
ENSMUSG00000115205.1,11,9,17,16,6,14,9,11
ENSMUSG00000022155.9,2,0,0,6,0,4,4,1
ENSMUSG00000079105.4,36,57,51,45,66,43,55,68
ENSMUSG00000065714.1,0,0,0,0,0,0,0,0
ENSMUSG00000080720.2,0,0,0,0,0,0,0,0
ENSMUSG00000041849.7,208,116,224,167,263,269,245,225
ENSMUSG00000041841.8,9259,8995,11511,8284,9365,11385,11762,10592
ENSMUSG00000077737.1,5,13,3,4,1,7,10,9
ENSMUSG00000068706.3,88,96,77,58,84,119,132,131
ENSMUSG00000050697.9,2167,1517,2486,1891,2099,2588,2683,2427
ENSMUSG00000087532.1,2,0,2,2,2,0,1,3
ENSMUSG00000022151.16,2968,2637,3711,2969,3226,4142,4392,3993
ENSMUSG00000039942.15,83,57,133,68,173,172,175,137
ENSMUSG00000084024.1,0,0,0,2,0,2,0,1
ENSMUSG00000115748.1,0,0,0,0,0,0,0,0
ENSMUSG00000114998.1,0,4,2,0,2,0,2,0
ENSMUSG00000114992.1,0,0,0,0,0,0,0,0
ENSMUSG00000115116.1,0,2,0,1,0,0,0,4
ENSMUSG00000110018.2,6,2,6,1,0,2,0,8
ENSMUSG00000115185.1,0,0,0,0,0,0,0,0
ENSMUSG00000098565.1,0,0,0,0,0,0,0,0
ENSMUSG00000115106.1,0,0,0,0,0,0,0,0
ENSMUSG00000115342.1,0,2,1,2,2,2,5,4
ENSMUSG00000115093.1,0,0,0,0,3,0,0,0
ENSMUSG00000094402.1,0,0,0,0,0,0,0,0
ENSMUSG00000022150.16,943,673,1010,1176,1727,1480,1491,1340
ENSMUSG00000089771.1,0,0,0,0,0,0,1,0
ENSMUSG00000115132.1,0,0,0,0,0,0,0,0
ENSMUSG00000022149.17,0,0,0,0,3,0,0,0
ENSMUSG00000088749.1,0,0,0,0,0,0,0,0
ENSMUSG00000022148.16,189,206,267,212,250,275,251,233
ENSMUSG00000089647.2,0,0,1,1,0,4,0,0
ENSMUSG00000067547.6,42,168,211,68,31,33,22,34
ENSMUSG00000050310.9,3676,2892,4344,3878,4107,5636,5099,5713
ENSMUSG00000022146.12,218,119,279,302,253,274,312,288
ENSMUSG00000104334.1,0,0,0,0,0,0,0,0
ENSMUSG00000054263.12,4658,3195,5691,5215,4252,5866,5207,5410
